30.73629,76.7884,960787,351;
11.00555,76.96612,959823,425;
40.85216,14.26811,959470,14;
-9.66583,-35.73528,954991,11;
10.39972,-75.51444,952024,34;
31.77359,119.95401,949018,9;
24.49258,39.58572,946697,597;
6.30054,-10.7969,939524,32;
17.99702,-76.79358,937700,65;
36.18333,44.01193,932800,428;
30.26715,-97.74306,931830,165;
56.01839,92.86717,927200,140;
19.745,96.12972,925000,122;
26.26841,73.00594,921476,237;
35.6,140.11667,919729,5;
-2.52972,-44.30278,917237,29;
9.91769,78.11898,909908,143;
34.0531,-6.79846,903485,34;
33.97444,116.79167,903039,51;
-17.3895,-66.1568,900414,2577;
5.41613,-4.0159,900000,105;
34.7986,114.30742,900000,76;
33.30563,44.18477,900000,42;
34.6401,50.8764,900000,935;
42.87,74.59,900000,767;
26.1844,91.7458,899094,59;
5.10658,7.36667,897560,64;
33.73847,113.30119,889675,88;
26.22983,78.17337,882458,220;
47.34088,123.96045,882364,151;
3.03333,101.45,879867,6;
-32.89084,-68.82717,876884,746;
37.87135,32.48464,875530,1030;
-6.13603,23.58979,874761,621;
16.50745,80.6466,874587,47;
14.76457,-17.39071,874062,17;
45.07049,7.68682,870456,245;
12.29791,76.63925,868313,757;
30.33218,-81.65565,868031,12;
27.99942,120.66682,865672,10;
37.77493,-122.41942,864816,28;
53.41058,-2.97794,864122,30;
51.54056,46.00861,863725,72;
14.0818,-87.20681,850848,944;
37.49889,126.78306,850731,14;
39.96118,-82.99879,850106,242;
51.67204,39.1843,848752,156;
23.34316,85.3094,846454,643;
19.47851,-99.23963,846185,2300;
47.90771,106.88324,844818,1284;
10.99081,104.78498,843931,12;
31.31901,48.6842,841145,23;
-16.39889,-71.535,841130,2355;
-0.94924,100.35427,840352,6;
15.34776,75.13378,840214,620;
31.63416,-7.99994,839296,457;
-8.65,115.21667,834881,33;
3.15,101.53333,833571,27;
32.72541,-97.32085,833319,203;
39.76838,-86.15804,829718,248;
35.22709,-80.84313,827097,272;
-22.78556,-43.31167,818329,15;
9.92849,8.89212,816824,1186;
39.46975,-0.37739,814208,23;
8.49664,4.54214,814192,320;
-12.05659,-77.11814,813264,27;
-16.5,-68.15,812799,3782;
45.41117,-75.69812,812129,71;
10.0647,-69.35703,809490,606;
28.63528,-106.08889,809232,1437;
22.81667,108.31667,803788,91;
8.48714,-13.2356,802639,21;
1.4655,103.7578,802489,32;
31.76904,35.21633,801000,786;
-5.42917,105.26111,800348,95;
-6.59444,106.78917,800000,245;
-4.05466,39.66359,799668,20;
10.31672,123.89071,798634,37;
23.58413,58.40778,797000,14;
47.82289,35.19031,796217,84;
43.29695,5.38107,794811,28;
32.07275,36.08796,792665,625;
39.9179,32.86268,792189,889;
28.41987,70.30345,788915,85;
34.77772,48.47168,787878,2010;
36.76639,3.47717,786499,5;
31.32556,75.57917,785178,243;
8.4855,76.94924,784153,18;
34.58333,135.46667,782339,7;
36.096,114.38278,781129,70;
-26.82414,-65.2226,781023,452;
6.36536,2.41833,780000,7;
11.65376,78.15538,778396,283;
10.8155,78.69651,775484,79;
34.72682,36.72339,775404,513;
40.81056,111.65222,774477,1051;
13.51366,2.1098,774235,206;
22.99083,120.21333,771235,26;
30.01556,120.87111,770000,13;
51.77058,19.47395,768755,223;
26.43442,50.10326,768602,10;
36.62554,101.75739,767531,2275;
34.3838,47.0553,766706,1302;
25.18254,75.83907,763088,267;
-5.795,-35.20944,763043,32;
20.27241,85.83385,762243,62;
39.93167,119.58833,759718,6;
26.88946,112.61888,759602,66;
36.90812,30.69556,758188,61;
50.06143,19.93658,755050,219;
27.88145,78.07464,753207,189;
16.06778,108.22083,752493,11;
-29.61679,30.39278,750845,636;
6.12874,1.22154,749700,64;
-8.11599,-79.02998,747450,31;
-7.9797,112.6304,746716,452;
8.35122,-62.64102,746535,103;
28.36678,79.43167,745435,178;
-1.94995,30.05885,745261,1542;
-5.08917,-42.80194,744512,87;
35.19033,113.80151,743601,82;
-23.69389,-46.565,743372,796;
47.35118,130.30012,743307,167;
56.946,24.10589,742572,6;
52.37403,4.88969,741636,13;
7.85257,3.93125,736072,298;
30.18414,67.00141,733675,1683;
52.9536,-1.15047,729977,46;
-20.44278,-54.64639,729151,592;
37.95,58.38333,727700,219;
19.35867,-99.20329,727034,2338;
34.37002,73.47082,725000,739;
25.67678,-100.25646,724921,497;
41.03903,28.85671,724270,105;
35.56496,45.4329,723170,847;
7.89391,-72.50782,721398,309;
28.83893,78.77684,721139,205;
12.10672,15.0444,721081,299;
39.50972,116.69472,720119,18;
32.97944,114.02944,720000,89;
37.47649,121.44081,719332,22;
49.83826,24.02324,717803,284;
20.97537,-89.61696,717175,14;
19.54005,-99.19538,715767,2260;
53.55014,-113.46871,712391,610;
35.82194,127.14889,711424,44;
27.83333,113.15,709358,54;
3.04384,101.58062,708296,41;
19.30023,73.05881,707035,9;
0.51667,101.44167,703956,19;
37.38283,-5.97317,703206,16;
53.5303,49.3461,702879,92;
-8.18028,-35.00139,702621,88;
34.98333,138.38333,701561,23;
18.5,-70,701269,58;
24.374,88.60114,700133,23;
18.48847,-69.85707,700000,46;
-1.24204,116.89419,700000,11;
34.67719,73.02329,700000,1031;
35.20889,111.73861,699514,381;
-20.15,28.58333,699385,1348;
45.81444,15.97798,698966,135;
30.42018,-9.59815,698310,31;
43.84864,18.35644,696731,509;
-34.92145,-57.95453,694167,27;
36.81897,10.16579,693210,23;
40.81,114.87944,692602,758;
29.34162,104.77689,689961,306;
42.01556,121.65889,689050,142;
6.44132,7.49883,688862,192;
35.76727,-5.79975,688356,20;
30.24706,115.04814,688090,22;
41.27194,123.17306,687890,33;
53.38297,-1.4659,685368,75;
47.60621,-122.33207,684451,56;
39.73915,-104.9847,682545,1636;
31.75872,-106.48693,681124,1137;
32.80589,130.69181,680423,9;
21.23333,81.63333,679995,296;
6.11278,125.17167,679588,22;
38.53575,68.77905,679400,767;
-23.5325,-46.79167,677856,750;
22.14982,-100.97916,677704,1875;
42.33143,-83.04575,677116,192;
-25.96222,32.45889,675422,42;
24.79032,-107.38782,675000,95;
41.65606,-0.87734,674317,214;
26.76628,83.36889,674246,83;
27.85,112.9,674189,31;
4.5841,101.0829,673318,45;
43.5789,-79.6583,668549,159;
42.35843,-71.05977,667137,38;
35.70506,115.01409,666322,56;
32.03028,120.87472,666251,6;
44.58333,129.6,665915,242;
37.97945,23.71622,664046,42;
-23.66389,-46.53833,662373,801;
18.08581,-15.9785,661400,10;
-4.77609,11.86352,659084,12;
21.88234,-102.28259,658179,1882;
35.14953,-90.04898,655770,84;
47.90966,33.38044,652380,99;
16.84942,-99.90891,652136,38;
-7.115,-34.86306,650883,45;
37.32361,126.82194,650728,15;
32.11486,20.06859,650629,3;
50.11552,8.68417,650000,113;
45.04484,38.97603,649851,28;
25.28194,110.28639,649352,160;
38.13205,13.33561,648260,46;
6.93194,79.84778,648034,9;
-13.96692,33.78725,646750,1056;
35.69906,-0.63588,645984,118;
37.91363,40.21721,644763,674;
14.5243,121.0792,644473,5;
35.08676,-90.05676,641608,79;
54.32824,48.38657,640680,176;
33.51836,73.9022,640000,609;
34.65,133.93333,639652,5;
21.28145,110.34271,637790,29;
29.07694,48.08389,637411,70;
-7.80139,110.36472,636660,110;
43.76681,-79.4163,636000,178;
47.00556,28.8575,635994,55;
51.1,17.03333,634893,119;
36.63722,127.48972,634596,49;
37.3925,126.92694,634367,52;
35.40417,8.12417,634332,867;
32.21086,119.45508,632552,26;
45.52345,-122.67621,632309,15;
49.8844,-97.14704,632063,245;
40.12917,124.39472,631973,10;
35.46756,-97.51643,631346,395;
56.84976,53.20448,631038,166;
-8.11278,-35.01472,630008,48;
24.8,113.58333,628749,69;
33.3575,120.1573,628441,3;
19.3467,-99.16174,628063,2255;
-19.93167,-44.05361,627123,945;
20.58806,-100.38806,626495,1826;
21.20919,81.4285,625138,307;
41.18806,122.04944,625040,9;
11.58901,43.14503,623891,6;
36.17497,-115.13722,623747,613;
39.29038,-76.61219,621849,35;
25.42321,-101.0053,621250,1592;
34.31417,47.065,621100,1392;
-21.1775,-47.81028,619746,554;
14.79781,42.95452,617871,10;
14.58691,121.0614,617301,63;
51.45523,-2.59665,617280,21;
22.80278,86.18545,616338,171;
20.04583,110.34167,615835,14;
13.57952,44.02091,615222,1316;
-23.17944,-45.88694,613764,596;
32.49069,119.90812,612356,10;
37.06306,114.49417,611739,76;
19.23496,72.85976,609617,22;
19.29513,-99.16206,607545,2256;
57.62987,39.87368,606730,103;
-26.18848,28.32078,605344,1641;
34.7,137.73333,605098,3;
9.93988,76.26022,604696,9;
41.10778,121.14167,604269,26;
20.93333,77.75,603837,341;
24.46667,54.36667,603492,6;
20.86481,106.68345,602695,12;
38.89511,-77.03637,601723,6;
33.72148,73.04329,601600,579;
35.46806,44.39222,601433,346;
16.85438,74.56417,601214,553;
43.0389,-87.90647,600155,203;
49.24966,-123.11934,600000,70;
43.77223,-79.25666,600000,171;
46.63611,131.15389,600000,200;
-7.70623,114.00976,600000,36;
53.36056,83.76361,599579,189;
51.9225,4.47917,598199,9;
37.87917,114.65167,597130,55;
32.62781,-115.45446,597099,4;
29.1026,-110.97732,595811,212;
37.27611,49.58862,594590,4;
7.15571,3.34509,593100,64;
51.45657,7.01228,593085,83;
38.73222,35.48528,592840,1054;
19.70078,-101.18443,592797,1917;
55.86515,-4.25763,591620,40;
-28.00029,153.43088,591473,12;
40.66482,122.22833,591159,4;
9.05785,7.49508,590400,476;
14.45056,120.98278,590000,17;
24.51333,117.65556,589831,14;
48.78232,9.17702,589793,252;
51.51494,7.466,588462,96;
43.10562,131.87353,587022,40;
52.29778,104.29639,586695,428;
-15.78499,35.00854,584877,1041;
18.00747,-76.78319,583958,99;
41.02252,29.02369,582666,56;
44.40478,8.94439,580223,17;
20.46497,85.87927,580000,30;
59.91273,10.74609,580000,26;
35.65583,139.32389,579399,127;
48.48271,135.08379,579000,76;
48.43776,135.13329,578303,59;
0.39241,9.45356,578156,8;
30.28321,57.07879,577514,1760;
-6.77137,-79.84088,577375,35;
37.55274,45.07605,577307,1350;
41.00231,28.8598,576799,73;
32.94083,117.36083,576648,31;
28.01762,73.31495,576015,229;
41.01643,29.12476,573265,136;
51.22172,6.77616,573057,45;
-3.31987,114.59075,572837,8;
57.70716,11.96679,572799,10;
44.3023,86.03694,572772,467;
7.12539,-73.1198,571820,993;
42.33343,-71.04949,571281,20;
1.55,110.33333,570407,8;
52.40692,16.92993,570352,69;
19.18095,-96.1429,568313,15;
36.72016,-4.42034,568305,22;
7.69385,-5.03031,567481,339;
12.04888,24.88069,565734,661;
15.33805,38.93184,563930,2334;
13.06269,5.24322,563861,296;
-18.91861,-48.27722,563536,867;
6.14978,6.78569,561066,57;
35.70129,139.98648,560743,11;
35.08449,-106.65114,559121,1513;
39.91833,127.53639,559056,16;
-23.50167,-47.45806,558862,602;
60.16952,24.93545,558457,26;
18,79.58333,557802,258;
20.02083,-75.82667,555865,46;
43.16143,124.37785,555609,176;
31.56667,130.55,555352,6;
-7.55611,110.83167,555308,100;
33.58861,119.01917,555230,14;
21.76287,72.15331,554978,24;
-38.00228,-57.55754,553935,15;
29.39779,71.6752,552607,121;
29.4963,60.8629,551980,1380;
12.77944,45.03667,550602,16;
19.16023,77.31497,550564,363;
51.7727,55.0988,550204,107;
35.22806,128.68111,550000,27;
42.67272,21.16688,550000,597;
46.79927,130.31633,549549,81;
14.62578,121.12251,549543,23;
29.58354,105.06216,546854,349;
53.07516,8.80777,546501,18;
33.89352,-5.54727,545705,531;
25.33737,55.41206,543733,6;
25.01427,121.46719,543342,12;
32.08586,72.67418,542603,193;
4.36122,18.55496,542393,351;
54.68916,25.2798,542366,98;
21.17429,-86.84656,542043,11;
32.39722,119.43583,539715,14;
53.7557,87.1099,539616,208;
0.51528,25.19099,539158,400;
31.25654,32.28411,538378,6;
36.81196,34.63886,537842,10;
22.22496,84.86414,536450,195;
5.51737,5.75006,536023,6;
28.88162,120.03308,536000,121;
6.60086,3.48818,535619,4;
39.02111,117.64694,535298,6;
22.58333,113.08333,532419,11;
32.22174,-110.92648,531641,757;
36.16589,-86.78444,530852,171;
21.27028,40.41583,530848,1672;
-19.84361,34.83889,530604,6;
16.29974,80.45729,530577,31;
14.85,-15.88333,529176,46;
46.81228,-71.21454,528595,54;
34.79922,48.51456,528256,1820;
38.31667,116.86667,527681,10;
13.68935,-89.18718,525990,653;
19.42155,-98.95038,525389,2249;
25.54389,-103.41898,524066,1124;
30.32443,78.03392,522081,664;
-15.59611,-56.09667,521934,193;
19.44506,-99.14612,521348,2237;
19.55793,-99.25675,521034,2345;
3.10726,101.60671,520698,45;
22.20056,113.54611,520400,22;
19.30157,72.85107,520301,9;
41.0435,28.87619,520235,72;
54.6269,39.6916,520173,102;
36.74773,-119.77237,520052,99;
43.25011,-79.84963,519949,95;
57.15222,65.52722,519119,81;
23.51583,87.30801,518872,100;
-34.72904,-58.26374,518788,18;
26.4521,74.63867,517911,475;
38.71667,-9.13333,517802,45;
29.04638,111.6783,517780,35;
35.23972,113.23306,517540,138;
19.21667,73.15,516584,10;
16.69563,74.23167,516142,559;
52.60311,39.57076,515655,158;
26.71004,88.42851,515574,124;
52.37052,9.73322,515140,57;
39.77667,30.52056,514869,794;
34.79049,48.57011,514102,1853;
-24.7859,-65.41166,512686,1183;
53.20066,45.00464,512602,150;
-25.99636,28.2268,511655,1577;
20.76957,72.96134,510879,15;
46.96591,31.9974,510840,18;
-16.82333,-49.24389,510770,829;
-33.61169,-70.57577,510417,700;
14.55027,121.03269,510383,25;
41.71972,125.92639,510000,375;
55.72545,52.41122,509870,103;
52.6386,-1.13169,508916,65;
31.33728,118.37351,507524,19;
19.28786,-99.65324,505881,2671;
37.88637,139.00589,505272,-2;
28.65136,77.19072,505241,231;
51.33962,12.37129,504971,116;
59.99675,30.3899,504641,34;
51.43247,6.76516,504358,38;
23.68333,86.98333,504271,119;
34.09493,49.69809,503647,1728;
46.34968,48.04076,502533,-12;
22.27694,113.56778,501199,35;
36.02917,129.36481,500000,5;
49.45421,11.07752,499237,300;
30.30722,112.24472,498780,45;
26.08061,-98.28835,498654,49;
42.97638,47.50236,497959,4;
-6.87222,107.5425,493698,764;
20.64091,-103.29327,493646,1581;
37.92672,102.63202,493092,1542;
22.47292,70.06673,492056,18;
38.58157,-121.4944,490712,14;
-10.91111,-37.07167,490175,11;
19.61745,37.21644,489725,10;
-31.63333,-60.7,489505,21;
15.50417,-88.025,489466,92;
29.97371,32.52627,488125,11;
51.05089,13.73832,486854,116;
56.49771,84.97437,485519,117;
-4.38361,15.39139,485167,288;
29.9679,77.54522,484873,280;
17.33583,76.83757,483615,474;
22.86643,88.40113,483129,14;
32.02594,44.34625,482576,41;
-12.26667,-38.96667,481911,223;
3.08507,101.53281,481654,53;
47.09514,37.54131,481626,65;
